Arabic,Franko
لجحيم,lja7im
شويه,shweya
محسن,mahsn
الجسم,ljism
رشيق,rashi8
جسم,jism
احسن,ahsan
هما,homa
اما,ama
يتلهو,ytlaho
دبات,dobat
يادوب,ydobo
شويه,shwia
ينصحو,yn97o
كرش,kresh
وجنب,wjnab
جت,jat
معاها,m3aha
قولتي,golti
حاسه,haso
بيك,biik
تحيا,tahya
رشيقات,rashi8at
نحيفات,nahifat
قولتج,8oltech
تقولي,tgouli
مزبوط,mazbot
كلامي,klami
بدراسات,bdrasat
جايه,jaya
عندك,3andek
نبدل,nbedel
زياد,zeyed
زكا,zaka
فرحة,farhet
اروح,arouh
سفره,safra
صحيح,s7i7
اذكى,adka
فالعالم,fl3alem
جاينا,jayana
فكره,fikra
عليها,3liha
كله,koula
مره,mra
يعني,ya3ni
راجع,raje3
لاحضته,la7edta
ذكاء,daka2
مزبوطه,mazbouta
المرحله,lmr7ala
اليوصلت,liwslt
معناها,m3naha
صار,sar
عمرنا,3mrna
طبيعيه,tbe3ya
بدري,bdry
العكس,l3aks
أصدي,2sdy
تشوفوا,tshoufou
أبلين,ablin
تقتنعو,t8tin3o
سمعتي,sma3ti
هاي,haya
تشوفي,tshoufi
قده,gadou
وين,win
منهم,menhom
بطلع,btl3
فهمتي,fhmte
لحالي,l7ale
مشان,mshan
ارتاح,arta7
بندم,bnadem
اغلى,a3'la
رفيئه,rfi2a
صح,sah
حبت,7bt
ليكي,leky
اعمل,a3ml
أبل,2bal
تعمليلي,t3mlily
انتي,anty
افتخر,aft5r
تعملها,ta3malha
امنيتي,omniti
وانتي,wenti
عمرك,3omrik
كلب,klab
لو,lw
تزبطلي,tzabtli
خزينتي,khzenti
تعالي,ta3ali
بعدين,b3den
نرتب,nrtb
شئه,sha2a
مسكينه,mskina
قادره,8adra
تجي,tji
ترتب,tratb
غرفه,ghorfa
تغسل,tghsl
الغدا,lghda
لمعن,lma3n
يصحيك,ys7ek
حتى,7ata
يضربك,ydrbk
تقصيله,t8selo
منزره,mnzra
تشوفي,tshofe
كفك,kfc
تعي,ta3e
بلجي,balche
تفرزيلي,tfrzili
تعزيل,te3zil
تمسحي,tamsa7y
مطبخ,matba5
ايمتى,aymta
بتحبي,bthebe
تبلشي,tbalshe
شتئتلك,sht2tlk
لعيونك,la3yonik
عادي,adi
حالتنا,7altna
عازيمتك,3azemtk
على,3al
غدا,ghada
خزانتي,khzanti
آيمه,2ayme
آعده,a3de
جمعتي,jm3tii
عندك,3ndik
روح,rouh
بس,bs
شوف,shuf
تتزكري,tetzakare
وئت,wa2et
الغسيل,l3'asil
غرفتي,3'erfty
معزتك,ma3zetk
عشان,3shan
ترتبيها,tratbiha
سالم,salem
نركب,nrkeb
الله,allahou
فلي,fly
طياره,tyara
نشوف,nshouf
صعب,s3b
تمام,tamem
انت,inta
مكتئب,mekte2eb
حاسك,7assak
طلعت,tl3et
المس,lmiss
لما,lamma
روحي,ro7e
قالتلي,8alatli
محلاك,ma7llak
صحبه,sa7ba
بعشئك,b3sha2k
حسره,hasrah
قلت,8ilt
الوعي,lwa3i
انعدام,in3idam
الوازع,lwazi3
الديني,adini
خاصة,khasatan
وسط,wasat
العايلات,al3ailat
صلاة,slat
عليه,3lih
وسلم,wsalm
الله,ilaha
الا,ila
الله,alaho
الله,ilah
الله,alh
الا,il
الحمدلله,alhamdolilah
يفرحك,yfar7ak
يفرجها,yfrjha
سعداء,so3adaa2
مستعده,msta3da
نعاونك,n3wnek
ونكون,wnkon
ما كرهتج,makrahtch
جيبولي,jibouli
الهديه,lhadaya
جربيها,jrbiiha
معاي,m3ay
قدك,gadek
مهو,maho
تاع,ta3
العييد,l3iid
خليها,khaliha
متفاهمين,matfahmin
يخرب,y5rib
بصور,bsowar
قرود,8roud
تاني,tane
ياك,yak
يخليلي,ykhallile
عمتي,3amti
يحفضك,yhfdeek
لينا,lina
يحفضه,ya7fdhou
حلم,holm
تفسير,tafsir
رؤيات,ro2yat
ملوك,maluk
بلدي,baldi
معه,m3aho
بعرف,b3rf
معجوئين,ma3jo2en
هلأ,hala2
خلود,khlood
تنسى,tansa
تفاهمنا,tfahmna
الي,elli
فيه,fih
خلونيش,5alawnésh
زكرني,zakarni
تزبط,tzbat
بكره,bukra
زبطه,zabeta
الي,ili
أبل,abil
سنتين,santain
فوكج,foqach
يسهل,yesahel
نويله,nweliw
بيعطوني,bya3touni
بيطلع,bytla3
خيالي,khyali
منه,meno
بتلتئي,btlt2i
زميلتك,zamiltek
يكونوا,ykouno
يعطونا,ya3touna
فكرت,fkrt
نعطيك,n3tik
مشاوي,mshawi
اعزمك,23zmk
بعرفك,b3rfk
بتحبي,bt7be
بشوف,bshof
اخذ,akhod
راحتي,ra7ti
نحنا,n7na
مانحضر,mnu7dar
شفت,sheft
نتفرج,ntferg
وياكي,weyake
نجيبك,njibek
رواء,rawa2
عندي,3andi
جاوبتينش,jawbtinish
عنب,eneb
جهزي,jhze
بتزيد,btzeed
واحنا,wa7na
شنته,shnta
آعدين,2a3deen
مهابيل,mhabel
كرسي,korse
افرد,afrd
رجلي,rjli
اروح,aro7
لحالي,l7ali
مرتين,mrten
احضر,a7dr
محتاجين,m7tajin
اصلا,aslan
اعيط,a3yat
ناسيك,nasyak
تبديل,tbaddel
قولت,golt
متخليه,mt5elh
غيرك,3'erk
تايصير,tayseer
تروحي,trou7i
نحضر,ne7dar
يفرج,yfarj
كتبته,katbatou
نسرين,nesren
سمعتك,sm3tk
تحكي,thke
خاصنا,5asna
عادي,3ade
نيجي,neje
امتحان,emti7an
درسين,dersin
حرف,7aref
تحكي,te7ki
سندويش,sandwish
مافيش,mafesh
منك,mank
ميشان,me$an
اعمل,a3mel
عشق,3shq
احكي,e7ki
عني,3ni
نبرد,nabrd
دورك,dork
يخلونا,ykhalona
نزوجه,nzawjo
ارجوان,erjoan
منتوهم,mnetwaham
عجبتني,3ajbtni
امه,ommo
متوحمه,metwa7me
جزر,jozor
اسم,esm
صفحه,saf7a
جيبي,jaybe
هيني,haynii
بستنى,bastana
فيكي,feeki
جهزي,jahzi
حالك,7alik
دبري,debri
راسك,rassek
احسلي,a7asli
الباندا,lbanda
جيبيلي,jibili
قوليلي,golili
جيبيها,jibiha
شايف,shayf
حالتك,haltek
بيشبهك,byeshbahak
تشويب,tshaweb
لمين,limin
يشبه,yshabeh
تعلموا,t3allamo
منقول,mangol
قرصه,8ra9a
شفتي,shafti
تايقولوا,taygoulo
عرين,3reen
لحن,la7en
مفروض,mafrod
البيت,lbit
منتحاسب,mnthasab
اجي,eji
مشين,moshen
لأخوكي,la25uki
نطلبك,ntalbak
تاتقولي,tatgoli
ماتحولي,mat7awli
دايما,daymen
حرام,hrama
القى,alga
سبحان,sobhan
جابوه,jaboha
لصقه,las8a
ودعنا,wd3na
العقرب,l3agrab
ترى,trah
قول,9oul
لي,lé
هدول,hdol
رحوم,rahom
سبحان,soubhan
اللهم,lhoma
مهموم,mhmoum
راح,rah
يشم,yshm
شويه,shwya
اريد,oredo
سمكه,samaka
مش,mcha
معامل,m3amel
بحار,b7ar
يعطيه,ya3tih
حوته,7outa
متعارك,mat3ark
هو,hou
والمدامه,wlemadama
بدي,badi
تتركني,tetrekny
الدنيا,ldnya
بلاك,balak
صديقني,sadde8ny
غريبه,gharibi
تقول,t8oul
جانا,gana
خبر,khbr
جدك,jadeke
اني,anne
بطاطا,btata
زيتون,zitoun
بساحتك,bsa7tak
نألته,ne2tla
عزا,3aza
اعزمنا,e3zemna
شد,shed
همتك,hemtak
ابو,abou
شريك,shrik
لازم,lazem
اعزمك,e3zemik
احم,e7m
تنسى,tensa
عزيمة,3azemt
جفاف,jafaf
أزدي,azdi
فهمتي,fhemti
حبيب,7bêêb
مامي,måmÿ
جمعه,jum3a
مباركه,mubarka
عئبال,32bl
يرحمك,yr7mk
جنة,ganet
النعيم,elna3em
هنا,hana
يسعدكوا,yas3dko
انشل,nshl
نشوفك,nshofek
اعلى,23la
المراتب,lmrateb
الدنيا,aldonia
صحبه,s7bha
مصايب,masayb
اغنيه,o3'nyt
وعئبال,w32bel
الاعلى,l2a3la
ياغالي,ya3'alyi
شهادة,shahadt
بنجاحك,bnja7ik
أريبا,ariban
نجاح,naja7
سوا,sawa
نجاح,nja7
عشاق,3sha8
تجميل,tajmel
يزبط,ezb6
جدول,jadwal
صرنا,9rna
تطبخيلي,t6b5ele
ملفوف,mlfof
قربت,8rbt
تصير,t9er
الساعه,alsa3a
الملفوف,almlfof
قرب,8rb
يستوي,estawe
بيجنن,bejnin
بدي,bdi
متله,metlou
ميلادي,meladi
بقبل,b8bal
بطق,b6o8
متل,metl
اسأل,as2l
سجلت,sjlt
شعبه,sh3bh
مسكره,mskrh
يحسبه,ys7bo
ماده,madh
اني,eni
اسجله,asjlha
دنيا,denya
برد,bard
بندفى,bndfa
باين,bayan
وازا,wiz
اسف,asf
عباله,3balo
حاله,7alo
يحرم,y7rm
بنات,bnat
حزكم,7azkom
ازا,eza
بتفتح,btft7
موبايلك,mobilk
يزبط,yzbot
ما في,mafe
داعي,da3e
طوله,twlo
بالكم,balkom
قلبوشاتي,glboshati
دير,deer
ازمه,azmh
شكله,shklo
راح,ra7
تكون,tkoon
دنيا,dnnya
بما,bma
انها,2nha
مالك,malk
انداري,endari
قلبي,glbi
بستاهل,bstahl
ما دام,madam
تخافي,t5afi
افضحك,afd7k
المهم,elmhom
تنسي,tensi
دوا,daw
يطلعولك,ytl3olk
خويفه,5wefh
مناح,mna7
يختي,y5ti
يسلمو,yslmo
فديتك,fdetk
حبيب,7byb
ألبه,2lba
وفي,wfy
حصتي,7ussti
سنحك,sn7k
مصلحجييه,m9l7jeh
ناتعه,nat3o
طربوش,6rbosh
ليلتك,leltak
تبن,tbn
وسكت,wskt
اتيسك,2tyask
علوش,3loosh
مجنوني,mjnony
يزم,yazm
اتهرتك,2thratak
قلبي,8alby
جربه,jarba
زعلانه,z3lana
ليش,leesh
اجيتي,ejeti
تفو,tfu
بنت,bnet
اعتزري,e3tazri
يرحم,yr7m
قبل,gbl
امتحان,amt7an
الأنتاج,elantaaj
انجنينا,anjnena
يوميتها,yumetha
برتاح,brta7
ظالم,9'alm
غصبن,3'sbn
الروح,alro7
اشوفك,a$ofk
بتمزح,btmz7
بتخاف,bt5af
بتستحي,btst7e
سمحته,sm7to
شكرا,$kran
عمركله,3mrklo
ضلك,dalk
مقرفنا,mgrfna
مباريات,mbarayat
ام,2m
بطن,b6n
هامل,haml
بكل,bkol
يهنيكي,yhneke
اعياد,23yad
يجعل,yj3l
حياتك,7ayatk
افراح,afra7
طاشه,6asheh
وينكم,winkom
عروسه,3roosa
كون,koon
أبلها,ablha
مسكتكم,mskatkom
عنجد,3njd
بحبكم,b7bkom
عرايس,3rays
يهنيكم,yhneekom
يسعدكم,ys3dkom
سمعت,sm3t
روعه,ro3ah
بحياتي,b7eate
جمييل,jmel
اخته,o5tah
بدن,bdn
اهداء,ehda2
مني,mne
مسا,msa
خير,5er
جماعه,jma3a
متبرع,motbr3
تدوري,tdori
تلائي,tlla2y
جربي,jrbi
ألك,2llk
اذا,2da
نصييب,na9eeb
بتسجلي,btsjlly
فوتي,footi
احضري,27dari
بتفهمي,btfhmi
وفي,wfe
واصف,wasef
تحملي,t7mlli
واحد,whad
كمان,kman
بتعرفي,bt3rfi
اعاقه,e3a8a
بتزبط,btzbt
معي,m3i
ادعيله,ad3elo
باعتيني,ba3tene
فضيلة,fadila
الشيخ,eshey5
برنامج,brnamej
تصوموا,t9omo
شهر,shar
رمضان,ramadan
عنده,andou
استماره,isstimara
تقول,tgoul
احم,27m
جمعه,jme3a
خلوني,5llune
اتفاجا,2tfaj2
بتعرف,bt3rf
ترد,trod
زعلها,z3lha
غبيات,3'byat
يسترجي,yestarje
حدا,hada
يزعلك,yza3lek
طبعا,tab3an
غيري,ghayre
بحسب,b7sb
ماخلقه,ma5l8o
السفر,lsafar
مرمطة,marmata
يكون,ykun
مستجابه,mostjaba
نزيدوا,nzidou
داخلي,da5le
شو,shou
بدنا,badna
نحنا,na7na
بدك,badak
وين,wen
المهم,lmohim
ونفش,wnfesh
خلقنا,5l8na
برئص,bor2us
بغني,bghane
انتي,ente
مسارح,masareh
حطك,hotik
معاي,ma3i
شنته,shanta
اخذك,e5dik
ويحلم,we7lam
يمي,ymmi
تطلعي,tetl3i
اجي,aji
زورك,zorek
الشحده,lsh7ade
المناسبه,lmonasbe
اللهم,alahoma
شردنا,sharedna
تشريده,teshrede
لم,lam
يتشردها,yatasharadha
النا,elna
مفصله,mfa9aleh
ونحني,wn7ne
دفاع,defa3
وحي,wa7y
مجانين,mjanin
جننتوني,janantuni
ياريت,yaret
نسافر,nsafer
واللهي,wlahi
اخرة,akherat
يقرا,y8ra
الهم,lham
بومه,bwma
صاير,sayr
كرتونه,kartona
البنت,labnet
المعلومه,lma3loma
كانت,kant
بتغني,bt3'ny
اغاني,a3'any
وانتوا,wntu
حياتي,hayete
صاحبيتك,sahbetak
بحس,bhess
بتحب,btheb
تأريبا,ta2riban
اشوفها,ashofha
حياتي,hayaty
اعمليها,e3meleha
بالشغل,blsho3'l
صداقتنا,sada8etna
تقدري,t8dri
تبدي,tbday
بلاتردد,blataradod
ماعرفتي,ma3rfti
المهتمه,ilmhtama
تراسلني,traslni
نسجلها,nsjlha
وحيااة,wahyet
بكتير,bkter
تعيشي,t3ishi
اروح,arawe7
مافي,mafi
صغير,93'er
يتحمل,yt7ml
صغير,sa3'er
المليون,2lmleon
بألف,b2lf
عمري,3omre
ينعن,yn3an
العمر,el3omr
بصحه,b97a
في,fee
لحالك,l7alk
مش,m$
نااس,nas
يسعدلي,ys3dle
بعد,b3ad
هالحلوه,hal7laweh
يحميكم,y7makum
يخليلي,e5lele
الحقيقه,le78i8a
معنويات,ma3nawiyat
كيف,keef
متعب,mut3eb
بنت,bnt
تصبحي,to9b7i
سلام,salam
جاوبي,jawbi
فضول,fduul
ايش,aysh
مصحيكي,ms7eke
اهداء,ahda2
الورد,elward
عزا,3za
عجبني,3jbni
الموضوع,elmawdo3
بكفي,bkfi
هاد,had
بتبعتيهم,btb3tehom
أي,2e
وبعدين,wb3deen
ممتاز,momtaz
مع,ma3
محمود,mahmod
تمام,tamam
كيفك,kefk
ولو,walaw
تأخير,ta25eer
شوي,shway
عطلتي,3o6lete
اليوم,alyoum
الترتيب,altarteb
يلي,yly
وديتلك,wadetlk
اياه,eyah
بدك,bdk
تحطي,t7o6e
هدول,hadool
لل,ll
بتفرق,btfreg
بتبدا,btbda
لقيت,lgeet
عندي,3endi
كله,kolo
عادةً,3adatan
هيك,heak
بدرسها,bdaresha
نزليها,nazleha
بتزيد,btzed
المعدل,almo3adal
حفظ,7efeth
بصم,ba9em
وفيها,wfeha
الأجباريات,elejbaryat
بدرسهم,bdareshom
اهلا,ahlan
كيفك,kefek
القبول,al8obol
اريح,arya7
فاهم,fahem
يعني,ya3ne
مااله,maelo
دخل,da5al
متطلب,mota6lab
قبول,qobol
معدلات,mo3adalat
بالمره,belmara
وديلي,wadele
سويهم,sawehom
حجز,7ajez
وينك,wenek
بوصل,bw9al
بكون,bkon
بوديلك,bwdelk
لازمها,lazemha
اوصل,aw9al
وطني,wa6ane
بالتوفيق,bltawfe8
ودي,wade
النيه,alneh
سبت,sabet
مازبط,mazebe6
اليرموك,alyarmouk
يمشي,ymshe
شكرا,shokran
احسن,a7san
بروح,bro7
معكوا,m3ko
بسويلك,bswelk
الكم,elkom
ذكرتيني,thakartene
اياهم,eyahom
بكتبلك,bktoblk
بوديهم,bwdehom
احكيلي,e7kele
اي,ay
بناسبكوا,bnasbko
فهماين,fahmen
نسيت,nseet
الجديد,aljded
شغله,sha3'leh
اموت,amooot
الصبح,al9ob7
سهله,sahleh
بتتسوى,bttswa
مريت,mareet
المشروع,almashro3
بدكم,bdkom
بالمكتب,blmaktab
مساعده,mosa3adeh
طريق,6are8
الجاي,aljay
اسهل,ashal
ماتسوى,matswa
معكم,m3kom
ولو,walo
اسف,asef
بيك,bik
لقيته,l8eto
خلص,5ala9
الاسبوع,alosbo3
بلكي,blke
بلشت,blsht
تفضلي,tfa9'ale
يعطيكي,y36eke
بشتغللكم,bshta3'llkom
بشوفه,bshoffo
اسوله,2soleh
اجهز,ajahez
العافيه,al3afeh
نسيت,nset
روحت,rawa7t
شوفته,shofto
فاضي,fa9'e
دنيا,donya
روحي,ro7i
مهم,mohem
وال,wal
صارو,9aro
اسوي,aswe
خالصين,5al9en
علامة,3lamet
النور,alnoor
اضايقت,29'ae8t
كنت,kont
اعدل,a3adel
بلليل,bllel
تملك,timlik
الحنيه,il7iniy
الوحيده,elwhida
عمري,3omry
ماهدايئ,mahdai2
منك,mnk
نحنا,ne7na
نحبك,nhebak
نئي,na2e
الواحد,alwa7ed
يحكي,y7ki
عنه,3nno
عليه,3leeh
بكون,bkoun
بداية,bedayet
خير,kheir
عليكي,3aleeki
يشفيك,yeshfek
الأدمان,al2dman
هدوا,hado
سعاده,sa3ada
وبالزات,wblzaat
براحتك,bra7tk
اسمعي,assme3i
جديد,jdid
تجيلي,tgili
مروء,mrw2
الاخير,ela5er
حلوه,helwa
تحلو,t7elo
عنا,3anna
وجه,wejh
شويه,shawaya
قادري,8adari
بنتي,benti
يا كبيره,yakbiira
وحنا,we7na
تعرفي,t3rfi
يروح,yroh
يبدل,ybedel
شاباتي,shabati
عبري,3abbri
مكانج,makanch
معمين,m3men
محدوده,mhdoda
اسبوع,asbo3
اسبوعين,asbo3en
ممكن,momkn
يومين,yomeen
يرحم,erhom
لاتحلم,lat7lm
تعرفوا,t3rfo
ئيامتي,2eamte
رجله,rjlou
معه,m3a
صحاباتي,s7abati
مين,min
حقه,ha8o
يسافر,ysafar
بوحده,bohdo
ملك,molk
الحدود,lhodod
الحريه,lhoria
بصحته,bsahto
بفكر,bfaker
موضوع,mawdoo3
نتجوز,ntjawaz
حديث,hadeth
حادث,hadth
تزوجتي,tzewjti
شباك,shabak
نصيحه,nasiha
لكل,likol
الفتيات,lfatayat
ضعيفه,da3ifa
اويكون,oykon
بروح,brou7
اداوي,eddawi
رايك,rayek
نفسيتي,nafsete
تعبانه,t3baneh
خوديني,khodene
شكله,sheklo
شاطر,shater
اخ,a55
تعبني,t3bne
جبلي,jble
ياه,yeh
ياالله,yaalah
يرحمه,yerhamou
تم,tm
انأكد,anaked
بعملك,b3mlk
بتستاهلي,btstehle
الامل,elamal
غدير,ghder
اعمل,23mel
عرسي,3rsy
مختلط,mokhtlat
لحزه,lahza
هل,hl
يعمل,y3ml
هيك,hayk
طيب,tyb
تخطبي,tukhtbe
رح,rh
كون,kun
بالخطبه,blkhutbe
بتتفئي,btetef2e
أبلي,abli
بالموضوع,blmawdu3
يصير,ysir
نهار,nhar
خطبتي,5otbti
اخطب,2o5tob
تتعرفي,tet3arafi
علي,3lee
عيدي,3edi
لحتى,la7ata
هيك,hik
بدك,badek
تسويلي,tsewele
بدبريلي,bdabrele
تحت,ta7et
الارض,lared
تعملولي,t3mloli
اوادم,awedem
تردي,trde
عملتلك,3mltlk
العرسان,l3rsan
اصلا,asaln
سمعي,sm3e
تعلمي,t3almi
اجمل,agml
احنا,e7na
بنغتاب,bnghtab
متلنا,mtlna
اليوم,alyoom
الحياه,lhayet
امور,umur
نحكي,nhke
طبيعي,tbe3e
مانكون,mnkun
تبعه,tb3o
اللهم,alllhoma
شماته,shmata
حيوانه,7ywani
حلمت,7lmit
فيكي,fekii
نبدا,nabda
ندعي,ned3i
دعاء,do3a2
نيتك,naytak
تشوفي,tchofi
خليه,khalih
علييا,3liya
تسليني,tsalini
ندعي,nd3i
بنت,bent
عيوني,3yuni
بلاني,blani
بيها,biha
حافظك,hafdk
ندربه,nderbo
المتخلفين,elmota5lfin
كيفي,kifi
وياك,wyék
بيعمل,by3ml
دايما,daymn
زكرتني,zakaretne
يصير,yseer
معه,ma3eh
ليل,layl
الناس,elnas
صحيت,s7yt
اصلا,asln
الناس,alnas
خليني,khalini
ودعي,wad3e
زيك,zyk
الكلام,alklam
احنا,a7na
منجرب,mnjraab
دخلنا,dkhlna
ترشي,trchi
مشغوله,mashh3'oule
تكوني,tkoune
لأ,la2
وحتى,w7ata
زلمه,zalameh
لئتني,la2tne
مطر,ma6ar
اسراء,israa
مشغول,msh3'ol
بؤفني,biw2fni
غرفتك,3'rftk
حابه,habeh
بيكون,bekon
معاها,ma3aha
نرش,nrush
منه,menu
فينا,fena
مازن,mazen
هديك,hadek
اليوم,elyoum
سويتها,sawetha
شوفيني,shufeni
بعدا,ba3da
تتزكري,tetzakre
جربنا,jarrabna
فلينا,fallayna
بتحبي,bethebe
ريحه,riha
عملنا,3melna
رحت,ra7et
ضيفنا,dayefna
جزر,jazar
عفره,3fra
بزكركم,bzkrkm
عليهم,3elihom
زي,zay
الي,ile
جيبتها,jebtha
جيبلي,jebli
اعمل,2a3ml
فيكم,fikom
منك,mnik
لحد,l7ad
نفسي,nafsy
جبيلي,jbele
عارفك,3arfak
عليهم,3lihom
جبولي,jbole
متل,mtl
هدى,huda
ابو,2bu
شوفتي,$ofti
احلاهم,a7lahm
فكره,fkrha
تكسرت,tksrt
خلص,5ls
احكي,27ke
للفوق,llfooq
يجيبها,yjebha
محلاهن,m7lahn
حلو,7elw
طلبك,talbk
كيس,kyas
زبالة,zbalh
بيشوفه,beshufu
عنا,3ena
يعاونك,ye3awnik
يقدرها,ya8adaraha
يحفضها,yahfdha
يعينك,e3inek
يعنها,y3inha
يطول,ytawel
عمرها,3morha
ارزقها,irza8ha
يبارك,yabarak
معنى,ma3na
الحياة,lhyat
اعطاها,i3tiha
الله,llah
القوة,ol8owa
صحه,sha
هنا,hna
ربي,rabi
منهم,minhom
اسعد,as3ad
ماشاءالله,machaallah
حيوان,7ywan
ساكت,sakt
لأشوف,la2shof
اخرة,a5ert
ما تستحي,matst7e
عوجهك,3wjhek
تيسهر,teshar
تصحا,ts7a
اكتئاب,ekt2ab
حلاوتي,7lawty
تسعه,tes3h
منوفر,mnwafer
تخلونا,t5alona
مراهم,marahem
تجميل,tejmil
نزيد,nzid
بهالبيت,bhlbet
بتنامي,btname
فايده,faydh
علىشان,3lshan
بتضايقي,btday8i
منين,mnin
طلعت,tal3et
صحيحه,s7i7a
الحكايه,la7keya
كذبة,ka4ba
تنامي,tname
هالقد,hal8ad
ناقصك,na8sek
يعطيك,yatik
عمرك,omrek
تتمنى,tetmana
اخلاص,a5las
غير,3'er
لمين,lamin
تطلع,ttl3
اما,ema
عنجد,3anjad
الهبله,lhabla
بنتك,bentek
نعرفها,na3rafha
متاكده,mat2kda
وبدون,wbdon
ليعطوكي,ly3toki
المصريات,lmo9reyet
بالغرفه,bl3'rfeh
بتتزكري,bttzkri
معقده,mo3a8deh
تعلمتها,t3lmtha
طولت,6awalt
شخص,sha5s
زعل,za3al
وصلت,wslet
كملتيه,kmltyh
قبلي,8bli
قاعدين,ga3din
ناكل,nakol
كبرت,kbrt
نتعشى,net3asha
معكم,m3akom
قروده,8rouda
سامحه,samhou
حجه,7ajeh
امام,2emam
هيهم,hayhom
سألوك,sa2louk
جوابك,jawebak
اختصرت,25taseret
الموضوع,lmawdu3
تسألنا,ts2lna
بتجاوبي,btjawbe
حزي,7aze
بلا,balla
مهوي,mhuwe
متت,mttt
ضحك,d7k
طالبتك,talbatek
الاغنية,loghneyeh
سارعت,sar3at
يا بيي,yabaye
مزنخ,maznakh
وجهك,wejhek
مريت,maret
بيها,beha
تشبيه,tashbeh
احضره,e7daro
يمرق,ymrog
خاوه,5awa
يتيس,ytayes
لازمه,lazmo
حرق,7areg
مزانين,mazanin
فهمني,fhmne
بتعاطى,bt3a6a
نجرب,njreb
زيه,zayo
سباط,sbat
