Arabic,Franko
فراق,fora2
أوي,awy
عبدالهادي,3abdelhadi
مطمئن,motma2en
يعينك,e3inek
نجومية,nojoomeya
جلطه,jl6a
طول,6ool
أوقات,aw2at
ماتجيني,matjini
طولان,6wlan
بعشقه,ba3sha2o
عشق,3esh2
ناجحة,nag7a
مقبوض,ma2bood
متألم,mota2allem
قلبي,2albi
فرقة,fer2a
دايرة,dawera
أقرب,a2rab
متألقة,mot2alleqa
موج,moog
نادت,nadata
جامدة,gamda
خفي,khfi
لامع,lame3
طلق,tal2
موجود,mojod
مثالية,mesalya
ربنا,rabena
منتظر,montazer
وياكي,weyaki
مزيكا,mazyka
مزخ,mz5
قلت,2olt
مليار,milyar
جديدة,gedida
عشق,3esh2
غلبة,ghalba
ناديني,nadini
صوتها,sotha
رغم,r3'm
سلم,sellem
يحسبه,ys7bo
برائبك,bra2bk
تماماً,tamaman
يقعو,yg3o
وسكت,wskt
موسيقى,mosika
إصرار,esrar
غلبة,ghalba
دمعتك,dam3etak
بحر,ba7r
بالبنت,blbent
عشقنا,3esh2ena
ارجع,erga3
جامد,gamed
مليار,milyar
أيامهم,ayamhom
دايماً,daiman
غرقانة,ghar2ana
سيبه,seboh
تقلب,tglib
حبي,7obbi
أمنية,omniya
مباشر,moba$er
مقعطله,m836alah
أصالة,asaleh
النهاردة,naharda
متكسر,metkassar
اشوفك,ashofk
حبك,7obik
متوقعة,motawake3a
مستحمل,mesta7mel
فيك,feek
كيف,kef
أغاني,aghani
نادت,nadata
ست,set
مازالت,mazalet
متفائلة,motfa2ela
مغامرة,moghamara
سوالفه,swalfo
لازم,lazm
منتهية,montaheya
صوتهم,sawtohom
سيبهم,sebhom
متوقعة,motawake3a
هئ,h2
صاحبة,sa7eba
بطق,b6o8
أصيل,aseel
مثالي,mesaly
مخي,mu5e
استنى,estanna
واضحة,wad7a
سريع,saree3
رايقة,ray2a
مؤثرة,mo2assera
محروم,mahroom
فوق,fou2
جاجه,jaje
طلق,tal2
صاير,sayr
أخبار,akhbar
ذكرياتنا,zekrayatna
فصول,fosool
فنانة,fannana
أقل,a2al
تخيلوا,t5aylou
ايه,eih
دلوقتي,delwa2ti
الحياه,el7yah
يخليلك,e5lelk
جدعان,gad3an
غامق,ghame2
هزيم,hazeem
متحيرة,mot7ayera
متفائلة,motafaa2ela
إحنا,e7na
حبي,7obbi
محتاجة,mehtaga
متشائم,motsha2em
وحشتني,wa7ashteny
عيسى,3essa
تائب,ta2eb
صريح,saree7
غضب,ghadab
اوعي,aw3i
وائفه,wa2feh
متعلق,mota3alek
صباح,saba7
منتهية,montaheya
غالية,ghalya
بنفسجي,banafsegy
مجروح,magroo7
ياكل,yakul
متشائم,motsha2em
متألقة,mot2alla2a
قحطنا,ga76na
اعطاني,a36ani
بالنار,belnar
اطلع,atla3
قلبك,2albik
قريب,2areeb
خاينة,khayna
عييب,3eeb
قلت,2olt
احزري,27zare
ذكرياتنا,zekrayatna
غالية,ghalya
تاعك,ta3ak
محتاجك,mehtagik
امان,aman
مشوار,mashwar
متين,mateen
يلونه,ylawno
مميز,momayez
ذكرى,zekra
مازلت,mazelt
صحية,sa7ya
كلمة,kalema
دمك,damk
جنبك,gambik
قدامهن,8damhen
روايه,rewayh
مستحملة,mesta7mela
سيئه,sy2ah
برا,barra
مدرسة,mdraset
فوق,fou2
ذهبي,dahabi
مدحليه,md7leh
زبط,zbt
منتهية,montaheya
بقل,b8ul
حبيبي,7abeby
مجروح,magroo7
كل,koll
منتظر,montazer
شفتو,$fto
سلام,salam
غامض,ghamed
بتقرا,btgra
واحدها,wahadha
مطرة,motra
بتسوي,betsawe
لؤلؤ,lo2lo2
مكسوف,meksouf
سيبهم,sebhom
متخبيه,mt5beh
صدق,sed2
بنوت,banout
بعشقه,ba3sha2o
ضايعة,day3a
تائبة,ta2eba
حبك,7obik
كفك,kfc
شاهد,shahed
وقت,wagt
فكرتك,fekretak
بعشقه,ba3sha2o
حكاية,7ekaya
لؤلؤ,lo2lo2
خير,kheir
غضب,ghadab
قلت,2olt
اخف,akhaf
صادق,sade2
جنب,ganb
عريس,3arees
المدرسه,elmadraseh
مشتاقلك,mshtaglak
محتارة,mehtara
باخذ,ba5th
اتفضلي,etf9'li
لحظات,la7zat
خسرانة,khasrana
لهفة,lahfa
مظايق,m6'ay8
حديد,7ded
بحبك,ba7ebak
صادق,sade2
أصولة,asoola
خليه,khalih
جامدة,gamda
فكرتها,fekratha
بدايات,bdayet
مستحملة,mesta7mela
اكمل,akml
أصيلة,asela
زمرة,zomret
اصحك,es7k
بتجننو,btjnno
غالية,ghaliyaa
حمراء,hamra
غالب,ghaleb
شهور,shhor
بعيد,ba3eed
متجوز,motgawez
صفحات,saf7at
نوع,naw3
نورك,nourik
جواز,gawaz
مشهورة,mashhoora
ناديني,nadini
بقولك,ba2olek
بترديش,btrodesh
خالص,khales
زفة,zaffa
مشهد,mashhad
حبيبتي,7abibti
بدخن,btd5n
بتنسى,btensa
مجذوب,magzoub
اشتريه,ashtreh
غيري,ghaire
ثلاثة,talata
ضيقة,dayye2a
قاسية,qasya
صاحبة,sa7eba
مرتاحة,merta7a
احياء,a7ya2
مواقف,mawakef
نادي,nadi
عشقنا,3esh2ena
حوره,7worh
شعورك,sho3orek
متواضع,motwade3
البك,albik
طرق,toro2
حياتي,7ayaty
أعز,a3z
صوتك,sotak
وحشتني,wa7ashteny
فقع,f83
ثلاثة,talata
جايني,jayeni
عريس,3arees
يا قلب,ya2alb
اطلبي,o6lobi
اوادم,awedem
يا قلب,ya2alb
بقولك,ba2olek
كلمة,kalema
دمعة,dem3a
مازلت,mazelt
ذكريات,zekrayat
تتغزل,tt3'azl
قصة,qessa
دنيا,donia
لاعنته,la3nato
سراقات,sra8at
ناس,nas
بمحلو,bm7lo
مازال,mazal
بقالها,ba2alha
بلاب,blab
عطشان,3atshan
أغنية,aghnya
نجم,negm
جعان,ga3an
ملوخيه,mlo5ea
خطيبك,56ebk
الشنته,el$nteh
تكرمي,tkrame
حاجة,7aga
طلقة,tal2a
بحب,be7b
أدبية,adabya
زفت,zfet
ناديني,nadini
ضيقة,dayye2a
بنفسجي,banafsegy
مصرة,mosera
تهبلكم,thblkom
سوره,sora
مرغوبة,marghooba
مليار,milyar
مؤثر,mo2asser
ساتر,sater
منوره,manwra
غامضة,ghamda
دقيقة,da2i2a
هي,heya
ألف,alf
سامحة,same7a
خمسة,khamsa
نحفان,n7fan
طويلة,tawila
مدقوق,md8o8
متحيرة,mot7ayera
انتي,inte
مقص,m8a9
راحة,raha
قلبك,2albak
أقل,a2al
طايقني,6ae8ni
كبيره,kbeera
يخليلي,y5lele
زوء,zo2
نجمة,negma
محتار,mehtar
أشتاقلي,shtagli
بنضحك,bnd7k
ماسيبش,masibsh
دمعتهم,dam3ethom
قرارات,qararat
صحباتها,97batha
صريح,saree7
ماسيبش,masibsh
نجمة,nagma
صادقة,sade2a
قدام,oddam
عالوحده,3lwahdeh
استجري,estajeri
سيبني,sebny
ناديني,nadini
متوقع,motawa2e3
كوكب,kawkab
قوية,qaweya
توبة,tawba
مستغرب,mestaghrab
متجوز,motgawez
اخريتك,a5retk
جدعة,gad3a
محتاج,mehtag
زهره,zahra
أدبية,adabya
ذكرياتك,zekrayatak
قلهم,2olhom
تعبانة,ta3bana
العرايس,el3areas
نتعلل,nt3ll
كلي,kolly
مشوار,mashwar
راحة,raha
ساكت,sakit
بعتذر,ba3tezer
مقبوض,ma2bood
حبيبي,7abeby
أنساكي,ansaki
أخبار,akhbar
كلنا,kollena
شوبتعمل,shobt3ml
ذكريات,zekrayat
احكيلي,e7kily
قلتلك,8ltellak
شخصيتك,sh59etk
زاهق,zahe2
نازل,nazil
مناظر,manazer
زكري,zakry
برقم,br8m
طالعين,6ale3en
بتنفسك,btnafask
أنساكي,ansaki
بنشل,bnshal
محتاجك,mehtagek
بريحك,bry7ak
وياكي,weyaki
واقعية,wa2e3ya
مدريد,madrid
جديدة,gdeeda
أقوى,a2wa
أغاني,aghani
كفاية,kfaya
كريمه,kareema
مشهد,mashhad
لهفة,lahfa
نادت,nadata
المواد,elmoad
متوفرة,motwaffera
براسك,brask
واقعي,wake3y
حاجة,7aga
ابشري,eb$ri
قبل,gabel
فكري,fekry
طرق,toro2
اقشط,agsho6
صايره,9ayra
غيرانين,ghayranin
ما,ma
اقسم,oqsem
حبايبي,7baybi
محتاجك,mehtagak
مثالي,mesaly
محتاجك,mehtagak
فهيم,fhaym
البك,albik
كتابه,ketabeh
ماسي,masi
غيره,gheera
مطلوبة,matlooba
ابعد,ab3ad
ناجحة,nag7a
حبيبي,7abeeby
لحن,la7en
طريق,taree2
متوفرة,motwaffera
حمراء,hamra
قمر,2amar
متوقع,motawa2e3
اموتك,amawtak
نهاية,neheya
مشوار,mashwar
مبكرة,mobakkera
دمعتك,dam3etak
مميزات,momayazat
حاولو,7awlo
فني,fany
النهاردة,naharda
ألف,alf
تصبح,tesbah
كزب,kzb
تكوني,tkone
غرقانة,ghar2ana
زكري,zakry
رواية,riwaya
خاينة,khayna
سلامات,salamat
جداً,gedan
إحنا,e7na
كفاية,kefaya
جيه,geeh
بطلع,b6l3
حمدلله,7mdila
مثالية,mesalya
سيبهم,sebhom
معناها,m3naha
تمانية,tamanya
لحن,la7n
ذكرياتك,zekrayatak
مرسلة,morsela
مزنخ,mznakh
متألم,mota2allem
جايات,jayat
جريء,garee2
ستات,setat
مخفية,makhfya
تائب,ta2eb
تسكتيلهاش,teskotelhash
مبكرة,mobakkera
مناظر,manazer
نادت,nadata
موسيقى,mosika
عشقنا,3esh2ena
تائب,ta2eb
لغيتو,l3'eto
دقيقة,da2i2a
صريحة,saree7a
مفروض,mafroud
متألم,mota2allem
فايتين,fayteen
بعيداً,ba3eedan
لنكيف,lnkeef
ناجحة,nag7a
جعان,ga3an
كنت,knt
مين,min
سلام,salam
ما,ma
مرسى,mersa
قمنا,8mna
وقتها,waktha
كلامه,kalamo
طرق,toro2
متأخرة,mot2akhra
بدنا,bedna
جاوبتهم,jawbthum
احساس,a7sas
جمالكن,jamelkon
غيرو,ghero
اقسم,o8sem
رحلتو,r7lto
مكسوف,meksouf
صدق,sed2
سلامات,salamat
بسوي,basawi
نجومية,nojoomeya
معجب,mo3gib
مستقبل,mst8bl
حلو,helw
اعرف,e3raf
فرحه,far7a
متوفرة,motwaffera
أدبية,adabya
صاحبة,sa7eba
لحأ,l7a2
جنب,ganb
حاجات,7agat
صوتك,sotak
عطله,3o6la
نجوم,nogoom
متأخر,mt25er
التوجيهي,ltwjehe
زهقانه,zah8aneh
متألق,mot2alleq
مبارك,moubarak
حبك,7obik
غيرانين,ghayranin
أقل,a2al
قرارات,qararat
وافق,waf8
جنبك,gambik
متضرر,motdarer
كلنا,kollena
دماغ,demagh
أغاني,aghani
متواضعة,motwade3a
صوتهم,sawtohom
غنائي,ghena2y
لؤلؤ,lo2lo2
لامع,lame3
وينك,waenk
موضوعنا,mawdo3na
يا قلب,ya2alb
طلقة,tal2a
تضحكي,te9'7aki
قريب,2areeb
غيره,gheera
اتشرفنا,etshrfna
تماماً,tamaman
اعرف,e3raf
ثابت,thabet
مصرة,mosera
ارجع,erga3
جامد,gamed
أصولة,asoola
واضح,wad7
يا قلب,ya2alb
متألمة,mota2allema
طلق,tal2
مبروك,mabrook
خوانك,5wanek
حقيره,7a8era
جريئة,garee2a
أقل,a2al
مستحملة,mesta7mela
مطرة,motra
غيرانة,gheerana
خاينة,khayna
قلبها,albaha
صغيرة,soghayara
صغيرة,soghayara
ارجعلي,erga3li
لحظات,la7zat
ست,sitt
أنساكي,ansaki
عطشان,3atshan
عينك,3einek
موج,moog
لامع,lame3
متعلق,mota3alek
نهاية,neheya
متشائمة,motsha2ema
ثبات,sobat
مناظر,manazer
الرجيم,elrajem
ال,el
شوق,shaw2
بالك,balk
بخلفن,b5lfn
علينا,3lena
مرغوبة,marghooba
محروم,mahroom
متفرق,motafare2
منحكي,mn7ke
نادت,nadata
ضحكة,da7ka
بلايز,blayz
مجروح,magroo7
كيفي,kayfi
متواصلة,metwasela
وغلطنا,w3'letna
صادقة,sade2a
قلت,2olt
دموع,domoo3
بالغلط,bel3'lat
قلبك,2albak
مواليد,mawaled
دماغ,demagh
امان,aman
فكرتها,fekratha
غضب,ghadab
محلاهم,m7lahom
فعلا,f3lan
محتاجك,mehtagak
غامض,ghamed
مستغرب,mestaghrab
نجمة,negma
المصاري,elm9ari
عقلو,38lo
صوتهم,sawtohom
متشائم,motsha2em
لقب,l8b
متألمة,mota2allema
أصولة,asoola
فصول,fosool
لسه,lesah
مفكره,mfkreh
النهاردة,naharda
ذهبي,dahabi
غيران,gheeran
عينك,3einak
تصبح,tesbah
محرومة,mahrooma
مطمئن,motma2en
مهوي,mhwi
معجب,mo3gib
زفة,zaffa
فرحه,far7a
بتدخلي,btdkholi
متواصل,metwasel
صغيرة,soghayara
بلقيس,bal8es
مجاملات,mojamalat
مخفية,makhfya
حبك,7obik
متجوزة,motgawza
حقيره,7a8erah
كلمة,kalema
ادخال,ed5al
دموع,domoo3
جدعان,gad3an
شيء,she2
لعبتي,la3bti
ياكبير,yakber
مثالي,mesaly
جدعة,gad3a
قوي,qawy
خير,kheir
جديد,gdeed
فتحتو,ft7to
بتغار,bt3'ar
متألمة,mota2allema
بأبلهم,b2balhum
محاولات,mo7awalat
فني,fany
مالو,malo
جامدة,gamda
موج,moog
تقديرها,ta2deerha
نص,noss
ست,sitt
الحب,al7ob
مطرية,motrya
العله,el3leh
منتظرة,montazera
مؤثرة,mo2assera
مشغول,mashghool
تلت,telt
وانت,oanta
يوخذك,yo54k
متجوز,motgawez
مرسى,mersa
مخفية,makhfya
سولف,solf
بكله,bakleh
قامت,8amat
كوكب,kawkab
سريعة,saree3a
مطرة,motra
انت,enta
نهاية,nehayet
هي,heya
ما,ma
مطرية,motrya
جنبك,gambak
مركزك,mrkzak
مميزات,momayazat
ماضي,maady
ضيقة,dayye2a
عشرة,3ashara
قلتلك,2oltlak
قلهم,2olhom
سلامات,salamat
شاطره,shatrah
ذكرى,zekra
جوا,gowa
أقرب,a2rab
افتح,efta7
مخلصة,mokhlesa
غدارة,ghadara
مفروض,mafroud
سلامات,salamat
متميزة,motamayza
بأرجل,b2argl
قلتلك,2oltlak
بطيء,baty2
بي,bye
صوتهم,sawtohom
بحاول,bahawel
لحن,la7n
صفحات,saf7at
معايه,ma3aya
زاهق,zahe2
بلاش,balash
غناء,ghena2
سلامات,salamat
تضحك,td7k
جنبك,gambak
احلامي,a7lami
قاعد,8a3id
خياطه,5ya6h
غضب,ghadab
يحمينا,y7mena
الغيره,2l3'erh
بتشبهيني,btshbhiny
أصيل,aseel
طرق,toro2
أغنية,aghnya
صحية,sa7ya
عشقك,3ash2ak
مضطرة,motara
قوي,qawy
رايقان,ray2an
غيري,ghayre
أصيلة,asela
إصرار,esrar
خلفية,5alfyt
غامق,ghame2
ناس,nas
يخرب,y5rb
خلقه,5alagu
أصيلة,asela
واقعي,wake3y
بقاله,ba2alo
الزرقاء,2lzrqa2
بريئة,bare2a
هرمنا,haremna
صاحبة,sa7eba
صوتهم,sawtohom
كلمة,kalema
كريمه,kareema
وليش,wleesh
متخيل,mtkhyl
ست,set
محترمة,mohtarama
سيبني,sebny
جداً,gedan
اضربلي,adroble
واضحة,wad7a
جهزلي,jhzli
جدعان,gad3an
ريقي,re8i
ذكرى,zekra
سامحتك,sam7tk
فصول,fosool
عمري,3omri
متحيرة,mot7ayera
نرجعله,nraj3olu
فكرتك,fekretik
جدعة,gad3a
فكرتك,fekretik
أمنية,omniya
حبي,7obbi
ثانية,saniya
يضلو,ydalo
بتجامل,btjamel
القدم,el8dm
بتفرق,btfreg
حلوة,7elwaya
أوقات,aw2at
منتي,mnti
مستعجل,mesta3gel
بدهم,bdhom
تائب,ta2eb
متألمة,mota2allema
فراق,fora2
مرسلة,morsela
ايه,eih
ضايعة,day3a
تبعها,tb3ha
بنفسجي,banafsegy
دايماً,daiman
ضحكتك,da7ketak
ناديني,nadini
بخاف,bkhaf
قوول,8ool
نومه,nomh
تخليني,tkhalīny
احكيلي,e7kily
عملتلي,3mlatle
كلنا,kollena
ارجع,erga3
يهمك,yhmak
محتارة,mehtara
عملتوها,3mltoha
فاصوليا,faswleh
قريب,8reb
عينك,3einak
مقبوض,ma2bood
قوية,qaweya
متألقة,mot2alla2a
انتي,enti
بسهر,bsahr
اعصب,a3sab
فكرتك,fekretak
أصل,asl
وفي,wfy
ابو,abu
امان,aman
خمسة,khamsa
جديدة,gedida
أصل,asl
جداً,gedan
شوق,shoogh
قلت,2olt
حبيبي,7abibi
روايات,riwayat
أخبار,akhbar
المفروض,lmfrud
روايات,riwayat
صرامي,9rami
زهره,zahra
قمر,2amar
ثلاثة,talata
تصير,tseer
بكرة,bokra
محتاجة,mehtaga
منورات,mnorat
يمين,yemeen
جديدة,gdeeda
امان,aman
ناديني,nadini
عشرة,3ashara
بقولك,ba2olek
نادت,nadata
لحظات,la7zat
شكل,shikal
دوّر,dawer
مستحمل,mesta7mel
هو,howa
انشاءالله,nshallah
محرومة,mahrooma
بختلط,b5tale6
صريح,saree7
كزب,kezb
تحفة,to7fa
ناجحة,nag7a
سامحة,same7a
ذكريات,zekrayat
مرتاحة,merta7a
بتضل,bt9'l
متفائلة,motafaa2ela
قديمة,adeema
دقيقة,da2i2a
متفرحة,metfara7a
مفروض,mafroud
غالب,ghaleb
كريمه,kareema
سيبهم,sebhom
رايق,raye2
افتخر,aft5r
صغيرة,soghayara
ارحمنا,irhamnna
نهاية,nehayet
سلامه,salama
بعشقك,ba3sha2ak
بموضوع,bmaw9'o3
دايرة,dawera
عشق,3esh2
زكري,zakry
صادقة,sade2a
خاصه,5aseh
رواية,riwaya
صادق,sade2
فوق,fou2
طلعت,6el3t
مؤثرة,mo2assera
تحديات,ta7adyat
ناس,nas
ايه,eih
عشقك,3ash2ak
صغيرة,soghayara
محاولة,mo7awala
متأخرة,mot2akhra
بميزك,bmayzak
سلامات,salamat
خاصه,5a9a
متين,mateen
مرتاحة,merta7a
دوّر,dawer
ذكرياتك,zekrayatak
البيادر,elbayader
قلت,2olt
قريب,2areeb
تسلم,teslam
محاولة,mo7awala
مرسل,morsel
عطشان,3atshan
وزوئك,wzo2k
تصعب,ts3ab
منتهى,montaha
متوقعة,motawake3a
وياك,weyaak
طلقة,tal2a
تبعك,tb3k
لامع,lame3
مازالت,mazalet
زبطتت,zbtat
اللزوم,2lzoum
مرغوب,marghoob
صوتهم,sawtohom
اعياد,23yad
يمين,yamen
كبيره,kbeera
طويلة,tawila
واقعية,wa2e3ya
لحن,la7n
منغيرها,manghirha
إحنا,e7na
مواقف,mawakef
بيضانه,be9'anh
جديدة,gedida
عشق,3esh2
بهجة,bahga
نحيفات,na7ifat
أنساكي,ansaki
بخبر,b5ber
ثبات,sobat
عينك,3einak
موسيقى,mosika
تحديات,ta7adyat
انجح,anj7
مقبولة,ma2boola
يحفظها,y7f6'ha
بعيد,ba3eed
مخفية,makhfya
بعشقك,ba3sha2ak
لساتني,lsatne
رؤياها,ro2yaha
غالية,ghalya
مغامرات,moghamarat
شاكه,shakah
اجنبيه,2jnabeya
جواز,gawaz
تمانية,tamanya
معجبة,mo3gaba
نيتك,neytik
سريعة,saree3a
الشتويه,el$atweh
كلي,kolly
فضي,feddy
فكري,fekry
بحكيلك,ba7kilik
طلق,tal2
مؤثر,mo2asser
متفائلة,motafaa2ela
فيك,feek
وياكي,weyaki
ارجعلي,erga3li
رتبيهم,rtbehm
سيبني,sebny
مساء,masa2
حكايتنا,7ekayetna
متضررة,motdarera
طايشين,6ayshen
ست,sitt
محترم,mohtaram
مقبوضة,ma2booda
متجوز,motgawez
بقالك,ba2alik
إخلاص,ekhlas
مثالي,mesaly
متفرقة,motafare2a
شيء,she2
يخليكي,y5aliki
بحتاج,b7taj
تحدي,ta7ady
بمزحش,bmz7$
سويتهم,swethm
مشحر,mch7r
قلبها,albaha
بالنسبه,blnsbeh
خسران,khasran
مطمئنة,motma2ena
مطمئنة,motma2ena
طويلة,tawila
البلد,elbld
زاهق,zahe2
بالمناسبات,bealmonasbat
باحث,ba7es
مستحيلة,mosta7ela
النهاردة,naharda
متروكة,matrooka
فيك,feek
خالص,khales
شوق,shoogh
مخلصة,mokhlesa
محاولات,mo7awalat
ملهمة,molhema
تزوجي,tzawji
رايقان,ray2an
تخصص,t5asos
غالية,ghaliyaa
محتاجهم,mehtagohom
متواصل,metwasel
كلي,kolly
بحاول,ba7awel
صاحبتي,9ahbti
مشتاقينلكوا,mshta8enlko
زهره,zahra
فرقة,fer2a
مجذوبة,magzooba
محاولة,mo7awala
صادقة,sade2a
معبي,m3abe
العاديات,el3adeyat
مازال,mazal
التركواز,elterkoaz
مستقبل,mosta2bel
متوفر,motwaffer
مجذوبة,magzooba
ارجعلي,erga3li
بتبالغ,btbale3'
افتح,efta7
مباركه,mobaraka
معجب,mo3gib
صادقة,sade2a
يسم,ysm
حد,7ad
للاسف,ll2sf
رايقة,ray2a
متواصلة,metwasela
يخلصو,y5lso
بسال,bes2al
بهجة,bahga
متألقة,mot2alla2a
اتزوجك,atzwjk
علميه,3lmeh
حلوة,7elwaya
قوية,qaweya
قلتلك,2oltlak
مستعجل,mesta3gel
بتخوت,bt5wt
بنتي,benti
ضحكة,da7ka
حبيبتي,7abibti
مرته,martoh
مرسل,morsel
فيد,fyd
ضحكة,da7ka
محتاجك,mehtagik
قلهم,2olhom
وخذهم,wakhadhom
فضة,fadda
وجود,wojod
جديد,gdeed
فكرتك,fekretik
كبيره,kbeera
جعان,ga3an
قاسية,qasya
أيامهم,ayamhom
مفيش,mfish
يقطع,y863
طاقه,6a8a
مليار,milyar
مدرسه,madraseh
الصراحه,el9ra7ah
مؤثرة,mo2assera
مستعجل,mesta3gel
غايب,ghayeb
بطيئة,baty2a
مستحيلة,mosta7ela
بحكيلك,ba7kilek
الفاشل,elfa$al
مجروحة,magroo7a
حكيتلك,7aketlak
غضب,ghadab
الأشي,el2ashy
مشغولة,mashghoola
وياك,weyaak
بحكيها,b7keha
انت,enta
جديدة,gedida
مشغول,mashghool
تلخيص,tla5ee9
نسيم,naseem
تقديرها,ta2deerha
حبيبتي,7abibti
غالية,ghaliyaa
ارحمونا,er7mona
قلبك,2albak
واقعي,wake3y
عماره,3amara
غدارة,ghadara
سيبه,seboh
ثبات,sobat
نهاية,neheya
حد,7ad
كويس,kwys
تقدير,ta2deer
املي,amle
ناس,nas
قرارات,qararat
عزيمة,3azema
ينتقم,ynt8m
محترم,mohtaram
جديد,gdeed
اشتقتي,e$ta8ti
غالية,ghalya
