Arabize,Arabic
ys7ek,يصحيك
gol,قول
milede,ميلادي
3rfti,عرفتي
b6nh,بطنه
7san,حسن
emi,يميي
alfojl,الفجل
mo2dbeh,مؤدبه
t8ra,تقرا
mntfe2,منتفئ
ljam3a,الجامعه
bn9ho$,بنصحهوش
s7e7,صحيح
mfkrh,مفكره
al7mara,الحماره
et3athb,اتعذب
7b96rsh,حبطرش
bald,بلد
mhster,مهستر
daba,دبه
nty,انتي
t8r2ha,تقرأها
tholatha,ثلاثاء
jarba,جربه
39'leh,عضله
alm7taje,المحتاجه
y7ke,يحكي
liter,لتر
m3aky,معاكي
2n7mgt,انحمقت
maknsa,مكنسه
mtfaja2h,متفاجئه
na3ma,نعمه
r8amo,رقمه
yktb,يكتب
bn3e$ha,بنعيشها
5awa,خاوه
3ionko,عيونكوا
8a9dek,قصدك
o5tych,اختج
3'al6,غلط
bft7o,بفتحه
algware6,القواريط
s7leh,سحله
rwa8,رواق
mt3awde,متعوده
trz8on,ترزقون
lamma,لما
lattlb,لاتطلب
bwj3ni,بوجعني
b$bho,بشبهو
7azi,حزي
eshfi,يشفي
bwz3,بوزع
amhahah,امهاهاه
9oreh,صوريه
nfsek,نفسك
base6,بسيط
y8bal,يقبل
b2y,باي
ye3eno,يعينه
tle3t,طلعت
elmo3a8ad,المعقد
shorta,شرطه
b5zn,بخزن
tb3etk,تبعتك
ej3l,يجعل
elemor,الامور
7obybat,حبيبات
mnta,ماانت
nafseye,نفسيه
ybstk,يبسطك
aljaj,الجاج
la6eef,لطيف
trkt,تركت
ba3dni,بعدني
tbdleha,تبدليها
alkzeb,الكزب
gbti,غبتي
et5m5m,يتخمخم
yzedoo,يزيده
elmazeoon,المزيون
ya5tiii,يختيي
3'erhom,غيرهم
tndamy,تندمي
bhebak,بحبك
hadi,هادي
faislawyh,فيصلاويه
ta5sosakm,تخصصكم
yet5ala,يتخلى
bn7kash,بنحكاش
5jalteni,خجلتيني
23rfk,اعرفك
a8radek,اقرضك
nialha,نيالها
mobark,مبارك
5aliha,خليها
fatmh,فاطمه
t3algneesh,تعلقنيش
m5nog,مخنوق
2lmleon,المليون
ma5ros,مخروس
ajhaz,اجهاز
3orsy,عرسي
b97a,بصحه
jayeb,جايب
5atmetha,خاتمتها
bbty,ببتي
karam,كرم
l2dem,الأديم
2tshglb,اتشقلب
btjawib,بتجاوب
y5zeki,يخزيكي
o9ba3,اصبع
romnsih,رومانسيه
yretk,ياريتك
b9a7bk,بصاحبك
bs8ot,بسقط
$a8lob,شقلوب
3andhom,عندهم
istiqlal,استقلال
t7sedene,تحسديني
5l9oona,خلصونا
elnatejeh,النتيجة
zkryat,زكريات
betjaneni,بتجنني
elma89od,المقصود
n3ed,نعيد
b7b,بحب
3aseer,عصير
aktr,اكتر
el3'aliya,الغاليه
t7mmte,تحممتي
t3br,تعبر
met25rr,متأخره
skato,سكتو
low,لو
ma3naha,معناها
b3nele,بعنيلي
8hrr,قهرر
bnadem,بندم
asmar,اسمر
asawihom,اسويهم
tnshe,طنشي
leleh,ليله
ashilk,اشلك
moba$er,مباشر
alfa6'ek,الفاظك
en6ami,انطمي
m3ayan,معين
ordonieh,اردنيه
5sran,خسران
rtbehm,رتبيهم
zo2ek,زوئك
76tni,حطتني
gstk,قصتك
bardeh,بارده
6$t,طشة
b$klk,بشكلك
lbgra,البقره
a6eab,اطيب
jma3a,جماعه
wade3,ودع
yaret,ياريت
al7mdulah,الحمدلله
sad8et,صدقت
y97ek,يصحيك
el9alon,الصالون
7abteen,حبتين
haynii,هيني
l2nhm,لانهم
asra3,اسرع
5mnj3y,خمنجعي
fduul,فضول
alawel,الأول
t2r8l,تأرقل
sfna,صفنا
ynz3,ينزع
e6'afat,اضافات
tabe3e,طبيعي
mresh,مريش
t5alehm,تخليهم
ishy,اشي
$ar,شر
e$t8tlkn,اشتقتلكن
3shani,عشاني
omak,امك
ho$eh,هوشه
dof3tha,دفعتها
ehtemamk,اهتمامك
mayat,ميت
smk,سمك
yes3dik,يساعدك
t5ssk,تخصصك
9wani,صواني
feeh,فيه
m9er,مصير
wwa8t,ووقت
hiba,هبه
beda7ek,بضحك
zalamh,زلمه
jbeiha,جبيها
3o9',عوض
sbgnaha,سبقانها
t8lbat,تقلبات
akher,اخر
msh3'ole,مشغوله
lelit,ليلة
wna,ونا
maret,مريت
bnrj3,بنرجع
27sani,احسني
ri7tha,ريحتها
78,حق
mu7trm,محترم
ejabatek,اجاباتك
rosi,روسي
shams,شمس
malne$,مالنيش
bmsrh,بمسرح
bttzalji,بتتزلجي
no9,نص
alm7beh,المحبه
wa7sh,وحش
el3alam,العالم
bhbne,بحبنبي
rdete,رديتي
nkd,نكد
3zlt,عزلت
slmle,سلملي
naytak,نيتك
tkobha,تكبها
9'hrk,ضهرك
be3te,بعطي
bshrfk,بشرفك
mzhzh,مزهزه
sawelna,ساويلنا
b3refak,بعرفك
ra7at,راحت
nzra,نزره
y7kelehm,يحكيلهم
shahen,شاهين
y8wi,يقوي
d3efh,ضعيفه
ylawno,يلونه
btkrhehom,بتكرهيهم
m3ko,معكوا
w9'efeh,وظيفه
5od3a,خدعه
bashoof,بشوف
nt3ll,نتعلل
she5tna,شيختنا
bthtam,بتهتم
lon,لون
nswan,نسوان
a93'r,اصغر
b2wl,بأول
wa9'7h,واضحه
2a5r,اخر
alra8bah,الرقبه
el3leh,العله
elkberh,الكبيره
2lmzar,المزار
mle7ah,مليحه
bzaweh,بزاويه
a3abi,اعبي
katbeh,كاتبه
mzare3,مزارع
el3rbayeh,العربايه
56ayah,خطايا
ejebetna,اجابتنا
nafsiin,نفسيا
most7el,مستحيل
23mil,اعمل
6yoobeh,طيوبه
32bal,عئبال
hyate,حياتي
el7a6a,الحطه
y5aloh,يخلوه
ashea2,اشياء
ojdeda,اوجديد
shgf,شقف
2sab3k,اصابعك
a5erha,اخرها
jawbtha,جاوبتها
belslameh,بالسلامه
afta7en,افتحن
aleom,اليوم
ykhalekm,يخليكم
falat,فالت
sm3tna,سمعتنا
darori,ضروري
bt5l9i,بتخلصي
bt7dre,بتحضري
9mda,صمده
dmerk,ضميرك
elzbaleh,الزباله
9aydaleh,صيدله
fadii,فاضي
m8a63ah,مقاطعه
fera8,فرق
eltabzir,التبزير
lazmna,لازمنا
7flt,حفلة
ry9'yat,رياضيات
9adegi,صديقي
7elna,حيلنا
wladhen,ولادهن
nsetha,نسيتها
tla2e,تلائي
bel3ard,بالعرض
wafte5ir,وافتخر
bdroso,بدرسو
almsa,المسا
2nsan,أنسان
bt3'ny,بتغني
2sha3at,اشاعات
3rab,عرب
mdrseh,مدرسه
8sdhom,قصدهم
el$59,الشخص
lwa3i,الوعي
es2ileh,اسأليه
bltf9el,بالتفصيل
t7thm,تحتهم
sanet,سنة
7arareh,حراره
yshm,يشم
a7snle,احسنلي
m7lahoom,محلاهم
3endk,عندك
afkr,افكر
shnta,شنته
yt3aml,يتعامل
ba5abe9,بخبص
9'efni,ضيفني
7a9ri,حصري
btekrahe,بتكرهي
khlena,خلينا
tsa3dny,تساعدني
ljmal,الجمل
eldala3,الدلع
h6'ol,هظول
el9ando8,الصندوق
yhneki,يهنيكي
re2te,رئتي
bhb,بحب
a6l3,اطلع
2a5erto,اخريته
yhnekom,يهنيكم
shagfet,شقفت
mo3jnat,معجنات
2lra$edh,الرشيده
$aftni,شافتني
lakhbar,الخبر
e5lele,يخليلي
derate,ديرتي
3arus,عاروس
5l8na,خلقنا
l8etha,لقيتها
2msk,امسك
bsr3h,بسرعه
tl3,طلع
el3a8el,العقل
tnja7ii,تنجحي
zlmte,زلمتي
mhdeh,مهده
7oajeb,حواجب
el2amwal,الاموال
9orthom,صورتهم
8de$,قديش
tzewjti,تزوجتي
mo3'tarben,مغتربين
m3l3leh,معلعله
ben,بين
sh3b,شعب
lwa7d,الواحد
3'b,غب
slameth,سلامته
btfote,بتفوتي
b6e2a,بطيئه
lljam3ah,للجامعه
btmz7,بتمزح
bshrfik,بشرفك
se3b,صعب
nomh,نومه
ma3ani,معاني
bt7o6e,بتحطي
a3reif,اعرف
labs,لابس
btodrossi,بتدرسي
to9dofi,تصدفي
blmonsbeh,بالمناسبه
3'abiya,غبيه
mlkesh,مالكيش
7arg,حرق
y3tekom,يعطيكم
5brene,خبريني
tla5ee9,تلخيص
5le,خلي
3a6al,عاطل
yahom,ياهم
bdrsune,بدرسوني
abyn,ابين
m3dleh,معدله
btfhame,بتفهمي
moumken,ممكن
m3asbeh,معصبه
sha6r,شاطر
mo7adrt,محاضرة
tanfethe,تنفيذي
2fnde,افندي
7ilween,حلوين
endare,انداري
kahraba,كهرباء
el3f9,العفص
na7ifat,نحيفات
aswat,اصوات
m3aba,معبا
yt9awar,يتصور
mrakzeh,مركزه
mati,متي
$3'ltlo,شغلتله
n9g3,نصقع
tawela,طويله
ballajad,باللهجد
2a3d,آعد
tsha2om,تشاؤم
mredah,مريضه
br2yk,برايك
a65ek,اطخك
m3ndkash,ماعندكيش
yabaye,يا بيي
3fkra,عفكره
mnwer,منور
bsowar,بصور
ahsanlk,احسنلك
b6b3o,بطبعو
al9ware5,الصواريخ
entbhet,انتبهت
a5ok,اخوك
tksi,تكسي
gheer,غير
m3lish,معلش
btfkrehom,بتفكريهم
2rb3a2,اربعاء
mt5abe,متخبي
3amu,عمه
y5ty,يختي
bmoot,بموت
tglib,تقلب
l23rfk,لأعرفك
3e9am,عصام
f3aylna,فعايلنا
t5wetheh,تخويثه
bt3te,بتعطي
anfak,انفك
elfatha,الفاتحه
ramadan,رمضان
faydh,فايده
lydrbohm,ليدربوهم
3amara,عماره
bagra,بقره
ljism,الجسم
matbla,ماتبلى
elsoda,السودا
daktorah,دكتوراه
bdafesh,بدافش
alga,القى
elsara7h,الصراحه
e7tmal,احتمال
93'eer,صغير
bdkom,بدكم
l8a3da,القعده
bwjhen,بوجهين
7aletha,حليتها
amtrt7,امترتح
bnrta7,بنرتاح
lerrat,ليرات
ast63t,استطعت
elnhar,النهار
btr2bne,بترائبني
3amerah,عامره
ta8riban,تقريبا
m38ool,معقول
alm3nwyat,المعنويات
lnmot,لنموت
ma3had,معهد
r7lna,رحلنا
7alk,حالك
hawla,حولا
ahsant,احسنت
bt7awel,بتحاول
gbto,جبته
fra6a,فراطه
be2dee,بأيدي
3azmeh,عازمه
aln8la,النقله
elface,الفيس
wbrmn,وبرمن
3otleh,عطلة
m9eba,مصيبه
mb3dk,مبعدك
asnan,اسنان
kha6ebty,خطيبتي
t3amlk,تعاملك
wazer,وزير
lwa2t,الوئت
bya3touni,بيعطوني
b9s5mo,بصخمو
kwais,كويس
3eshe,عيشي
ttrdade,تتدرددي
m$kleh,مشكله
tso8e$,تسوقيش
abtali,ابتلي
ta8reban,تقريبا
bt3rafi,بتعرفي
7a6'i,حظي
b$t3'l,بشتغل
najma,نجمه
na3san,نعسان
bnadik,بناديك
awa3i,اواعي
m3ay,معاي
elbld,البلد
9ifi,صيفي
mst$ar,مستشار
2gdmk,أقدمك
basa2lk,بسالك
bswei,بسوي
lhala,الحاله
arb3a,اربعا
2emor,أمور
sal7eha,صالحيها
bkeer,بكير
7nan,حنان
hoyatk,هوياتك
yhwnha,يهونها
enbs6o,انبسطو
bra7tkm,براحتكم
btm$i,بتمشي
ketabeh,كتابه
elbakam,البكم
khrban,خربان
abysh,ابيش
alosbo3,الاسبوع
rgabko,رقابكوا
$rani,شراني
7abebti,حبيبتي
en3kas,انعكاس
sharif,شريف
ly7ke,اليحكي
nancy,نانسي
y2wekom,يئويكم
fls6enyh,فلسطينيه
b3deen,بعديين
el2an,الان
isstimara,استماره
beltare5,بالتاريخ
m7sobeh,محسوبه
2ro7,اروح
tarbiya,طربيه
3mre,عمري
a7sanken,احسنكن
2kel,اكل
wbtkhaf,وبتخاف
mlo5eh,ملوخيه
dageega,دقيقه
l3afyeh,العافيه
6l3teli,طلعتلي
l8albe,لقلبي
blmwad,بالمواد
bet3yd,بتعيد
btoush,بطش
derasti,دراستي
fra$,فراش
el7bayb,الحبايب
mdkok,مدكوك
tdros,تدرس
bwgef,بوقف
bwma,بومه
labnat,لبنات
2lsbou3,الاسبوع
bstfzk,بستفزك
bt3'zlo,بتغزلو
$ami,شامي
meladk,ميلادك
tsa7ib,تصاحب
mofa9'al,مفضل
nmza7,نمزح
3sal,عسل
b5brk,بخبرك
2lnom,النوم
shufle,شوفلي
m3tleh,معطله
atsla,اتسلى
3ros,عروس
e$thet,اشتهيت
ka2ena,كائنه
3ndy,عندي
7aketlak,حكيتلك
m3dalat,معدلات
darjeh,دارجه
y6ag3li,يطقعلي
z3ajak,زعجك
7ora,حره
jwabe,جوابي
ag3udi,اقعدي
mabnf3,مابنفع
sob7an,سبحان
deneh,دينيه
2yahen,اياهن
wjnab,وجنب
2engleze,انجليزي
sawarha,صورها
yshafihom,يشفيهم
tamem,تمام
amiin,امين
39bt,عصبت
w7esh,وحش
zedhom,زيدهم
mabrdak,مبردك
elkelmeh,الكلمه
beltswer,بالتصوير
shyalat,شيلات
mn9'rna,منضرنا
blnsbeh,بالنسبه
ard7lk,اردحلك
ba3dne,بعدني
nseni,نسيني
tfa7ten,تفاحتين
betna,بيتنا
bt3rafe,بتعرفي
asnank,اسنانك
emta,ايمتى
kaynh,كاينه
dama3t,دمعت
al8reb,القريب
bt3rfe,بتعرفي
el3mo,العمو
tnqrdo,تنقرضو
bt$he,بتشهي
alahbl,الاهبل
mo7tarm,محترم
adymh,أديمه
barnamji,برنامجي
yjeebk,يجيبك
tfakro,تفكروا
mtzoj,متزوج
a2lb,ائلب
el7azen,الحزين
7osam,حسام
ahla,اهلا
souriya,سوريه
a5beha,اخبيها
b3rafak,بعرفك
8lb,قلب
el3aks,العكس
93'ar,صغار
eljar,الجار
shede,شدي
nyalha,نيالها
eljaded,الجديد
lalbee3,للبيع
m7azez,محزز
shelehn,شيليهن
mo7ami,محامي
shsmo,شسمه
lnkeef,لنكيف
wskt,وسكت
eslobek,اسلوبك
y3awdak,يعوضك
b$kl,بشكل
tthana,تتهنى
ejri,اجري
t7mlt,تحملت
eljezeh,الجيزه
korbah,كربه
2$tt,اشتت
aznkh,ازنخ
tybeh,طيبه
af6ar,افطارا
na9eb,نصيب
6amni,طمني
zo2k,زوئك
abrdhom,ابردهم
3y6,عيط
sukr,سكر
mazbouta,مزبوطه
bda7ek,بضحك
3tmeh,عتمه
blshkl,بالشكل
sra3a,سرعه
elmzmzeh,المزمزه
mnzletha,منزليتها
sahbte,صاحبتي
7ali,حالي
byzbut,بيزبط
bentek,بنتك
m5nth,مخنث
blzmk,بلزمك
elsur3a,السرعه
ybdelha,يبدلها
bm3na,بمعنى
3arftene,عرفتيني
tt3b$,تتعبش
d3of,ضعف
eljanen,الجنين
ktar,كتار
3anne,عني
m3awa8,معوق
2raybek,أرايبك
twa9'3,تواضع
wath8ah,واثقه
bjreb,بجرب
kyas,كياس
nsjlha,نسجلها
nkde,نكده
bwas6ah,بواسطه
nta2j,نتائج
en9ref,انصرف
$deh,شده
aljay,الجاي
tayg,طايق
maklen,ماكلين
sora,سوره
kankaneh,كنكنه
asajel,اسجل
9fn,صفن
shoke,شوكه
sam7ena,سامحينا
8dem,قديم
jalsat,جلسات
ebshri,ابشري
elt5rog,التخرج
3b3d,عبعد
b8dar$,بقدرش
ykono,يكونو
a7mlh,احمله
na8sek,ناقصك
bnatk,بناتك
ed5al,ادخال
m3rof,معروف
anroo7,انروح
el7jeat,الحجيات
y3mlo,يعملو
b6egak,بطيقك
elbatra,البترا
brsb,برسب
gwm,قوم
ama,اما
tthno,تتهنو
seret,سيرة
toolk,طولك
y5alehom,يخليلهم
belmo7adrah,بالمحاضره
mfish,مفيش
tb3o,تبعه
tesllame,تسلمي
a8tne3,اقتنع
kemawe,كيماوي
a8emoh,اقيمه
twfa,توفى
bimut,بموت
8ilt,قلت
2sas,اساس
a6lub,اطلب
tz3jni,تزعجني
8asde,بتسطل
bt5af,بتخاف
89bah,قصبه
s7eja,سحيجه
wadele,وديلي
27tmalat,احتمالات
3'6atha,غطاتها
zfteh,زفته
b3enak,بعينك
mgonn,مقونن
5sosan,خصوصا
e7mad,احمد
han,هان
7osty,حصتي
3'ad,غاد
5lshom,خلصهم
2s2lh,اسئله
tklmni,تكلمني
2nhblt,انهبلت
sadde8ny,صديقني
fb7kelo,فبحكيلو
onbstna,أنبسطنا
ensana,انسانه
shakhs,شخص
6ba5een,طباخين
btt5wth,بتتخوث
el9edaleh,الصيدليه
nzwjohom,نزوجهم
shtagli,أشتاقلي
amet,اميت
nfta7lna,نفتحلنا
saken,ساكن
ghssan,غسان
btb3d,بتبعد
tdan,تدان
el97,الصح
m39ra,معصره
2mr,أمر
bl$,بلش
b7sdesh,بحسدش
b7drlko,بحضرلكوا
a9fer,اصفر
dwrat,دورت
lghda,الغدا
ehmidu,يحمدو
zabtah,زابطه
wlo,ولو
at3'alab,اتغلب
5li,خلي
eljwab,الجواب
omniti,امنيتي
th8tk,ثقتك
t7lfsh,تحلفش
neje,نيجي
eshteqaq,اشتقاق
mtfhek,متفهك
sayeg,سايق
m2dmen,مئدمين
kashef,كاشف
fadye,فاضي
b7kelkm,بحكيلكم
6li,طلي
elli,الي
slamh,سلامه
7a8aty,حقتي
3uraib,عريب
lmostwyat,المستويات
ay,اي
elmao6'o3,الموظوع
3'a6a,غطا
ra2e3a,رائعة
e5leli,اخليلي
qlb,قلب
bethebe,بتحبي
56bt,خطبت
3ajebtk,عاجبيتك
t5fae,تخافي
y6la3,يطلع
e3'le,اغلي
y3rfoha,يعرفوها
n3'ashtk,نغاشتك
3'nam,غنم
nyalk,نيالك
27snlo,احسنله
jawk,جوك
sm,سم
tbn,تبن
2l3'l,الغل
sa3tin,ساعتين
btst7e,بتستحي
mjnntne,مجننتني
salwn,صالون
fkrtoha,فكرتوها
mta,متى
garabte,قربتي
t9ebna,تصيبنا
ra8st,رقصة
3'brah,غبره
neytik,نيتك
eln3emeh,النعيمه
goal,قوول
whek,و هيك
teji,تيجي
bhdleh,بهدله
bsahr,بسهر
batol,بتول
hatkun,حتكون
al3b,العب
rhayef,رهيف
bel3aks,بالعكس
7ara,حره
wnas,وناس
7mayt,حماية
bainatna,بيناتنا
ba9em,بصم
8lm,قلم
elsha5s,الشخص
juati,جواتي
dawmtu,داومتو
5lo8ah,خلوقه
eln9'afah,النضافه
gloubna,قلوبنا
lmma,لما
ydrboni,يدربوني
ltari8,لطريق
m7shook,محشوك
kayen,كاين
tamer,تامر
b$baho,بشبه
7or,حر
mnstna,منستنى
naj7een,ناجحين
shu3bten,شعبتين
elmdeneh,المدينه
bbalk,ببالك
ytob,يتوب
ks7nahm,كسحناهم
myteh,ميته
t9dg,تصدق
geti,جيتي
sa7h,ساحة
m3rm6,معرمط
2lzoum,اللزوم
fahmeni,فهميني
elt3le8,التعليق
tetla3,تطلع
lesak,لساك
taygoulo,تايقولوا
montaha,منتهى
yerhamou,يرحمه
klshe,كلشي
elnomeh,النومه
z3ltkom,زعلتكم
måmÿ,مامي
haremna,هرمنا
elnwr,النور
tmshklt,تمشكلت
8rou$,قروش
jawbene,جاوبيني
astafed,استفيد
mareet,مريت
jf9,جفص
e7tya6,احتياط
9'roreh,ضروريه
heka,هيكا
mbgo6,مبقوط
al7mdelah,الحمدلله
l6afa,لطافه
mlabs,ملابس
2sma2hom,اسمائهم
bel3'lat,بالغلط
sjle,سجلي
3elmy,علمي
msharka,مشاركه
warih,وريه
s2lti,سالتي
anchb,انجب
mnwar,منور
saba7yeh,صباحيه
wlawi,ولوي
amor,امور
yekhalene,يخليني
wra8h,ورقه
nhebak,نحبك
2shrf,اشرف
mlfof,ملفوف
hamori,حموري
8tlne,قتلني
b7kesh,بحكيش
abil,أبل
jailek,جايلك
alnfseh,النفسيه
monfred,منفرد
ba$,باش
b2rdk,بارضك
a8bel,اقبل
alazkom,الزكم
tes3a,تسعه
weink,وينك
ahna,احنا
6a2rh,طائره
dwle3,دولع
9rmaiti,صرمايتي
ele9'afi,الاضافي
ys3dha,يسعدها
y79'aro,يحضروا
t5on,تخون
tet8damlk,تتقدملك
m3mari,معماري
abhrni,ابهرني
el7l8ah,الحلقه
kmltha,كملتها
llmazyoneh,للمزيونه
bta2mn,بتأمن
3la8ah,علاقه
tlfonk,تلفونك
hfdk,حفضك
atwl,اطول
tamaren,تمارين
b$ahi,بشهي
mn$anek,منشانك
t6o3,تطوع
aywah,ايوه
dork,دورك
mnnj7,مننجح
t56bloh,تخطبله
masr7,مسرح
btrkha,بتركها
l8dm,لقدم
tb3atehom,تبعتيهم
shw,شو
entaha,انتهى
m$ank,مشانك
bttwa83u,بتتوقعو
elbobo,الببو
el$are3,الشرع
sejadtna,سجادتنا
njom,نجوم
a3la,اعلى
jum3a,جمعه
bel2wal,بالأول
mlmlemeh,ململمه
ajmal,اجمل
modertna,مديرتنا
makhale8,مخاليق
wd3etlkom,ودعيتلكم
nnbst,ننبسط
mashtag,مشتاق
89h,قصه
mo7adara,محاضرة
nazar,نزار
bttmni,بتتمني
jma3ty,جماعتي
bedhn,بدهن
istfdet,استفدت
b3ref,بعرف
muslsl,مسلسل
fatheh,فاتحه
tenaj7,تنجح
efhmha,افهمها
wtakaram,وتكرم
el6al3ah,الطالعه
bayrat,بايرات
btna8$i,بتناقشي
yehmikom,يحميكم
3jbatni,عجبتني
altawfe8,التوفيق
3'ltanh,غلطانه
3gdkm,عقدكم
kfc,كفك
anty,انتي
nakshet,نكشت
zynh,زينه
mrtaa7,مرتاح
fzr,فزر
ma3ak,معاك
t5rojk,تخرجك
3ay$eh,عايشه
sh59etk,شخصيتك
nkshe,نكشي
y9er,يصير
8araf,قرف
b6l3le,بطلعلي
jmltk,جملتك
7omo9,حمص
bbla$,ببلاش
e3tra6',اعتراظ
3adi,عادي
ha9',هاض
ms2oleh,مسؤولة
mstr,مستر
9af9af,صفصف
amle,املي
jawad,جواد
3laiha,عليها
5ft,خفت
3zk,عزك
elsereh,السيره
ragamk,رقمك
aktob,اكتب
tf3l,تفعل
inte,انتي
ga3d,قاعد
jnnthm,جننتهم
omo,امه
btwrgene,بتورجيني
btri8a,بطريقه
3none,عنوني
2jhz,اجهز
t7laeh,تحلايه
sada8etna,صداقتنا
y9wrle,يصورلي
sb3inat,سبعينات
khaer,خير
mnkhls,منخلص
aktolk,اكتلك
zeft,زفت
2lslamh,السلامه
o5tek,اختك
w3alaykm,وعليكم
m8a9,مقص
um,ام
bthia2lk,بتهيألك
aflam,افلام
sha3'lat,شغلات
7ayati,حياتي
tba3ek,تبعك
beom,بيوم
barman,برمنا
fat7to,فاتحته
tswar,تصور
sb3ch,سبعج
san7k,سنحك
6ga3t,طقعت
e7ke,أحكي
mot5laf,متخلف
kthef,كثيف
swfyeh,صوفيه
la3'eh,لاغيه
2oltak,ألتلك
$oftoh,شفتوه
lmwajah,امواجه
tufulitna,تفلتينا
fadyetlk,فاضيتلك
abki,ابكي
wjhk,وجهك
7akyek,حكيك
mr9'e,مرضي
t9wer,تصوير
mo3yan,معين
mogrfen,مقرفين
betdf3e,بتدفعي
naem,نايم
zu2ek,زوئك
2l3abhom,العابهم
e6mne,اطمني
nazltha,نزلتها
btnfa3,بتنفع
raqami,رقمي
at3rf,اتعرف
yt9awaren,يتصورن
25wana,اخوانا
t8ar8ri,تقرقري
3eb,عيب
sarden,ساردين
mab3'la,مابغلى
blbdayh,بالبدايه
2lajaneb,الاجانب
bhb6,بهبط
tratb,ترتب
mo3dalek,معدلك
wakhadhom,وخذهم
3ar9'ak,عرضك
elfayi3,الفايع
kazab,كزاب
eltafh,التافه
jdla,جدله
2$e,اشي
5leko,خليكو
bdrobsh,بضربش
fla$eh,فلاشه
btday8i,بتضايقي
9a7beti,صاحبيتي
2mot,اموت
mdaom,مداوم
m3jon,معجون
m$awi,مشاوي
ibrahim,ابراهيم
ba3mlkom,بعملكم
3rb,عرب
nweliw,نويله
mofed,مفيد
34ank,عذانك
3ajbtni,عجبتني
tt5awath,تتخوث
el3mr,العمر
7artnna,حارتنا
9nober,صنوبر
bttf$$,بتفشش
2kaber,اكابر
maskat,ماسكات
bt8sf,بتقصف
97abee,صحابي
msareke,مصاريكي
sonbolati,سنبولتي
drbina,دربينا
by9'a,بيضا
tjrbele,تجربيلي
lesatek,لساتك
5fef,خفيف
9arokh,صاروخ
shklhm,شكلهم
